,ID,Commands,Label,seq_out
842,843,look for the drinks in the living room,"[('B-find', 0), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.obj', 3)]","['B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest', 'I-find.dest']"
843,844,the bedroom,[],"['O', 'O']"
844,845,could you please meet linda at the desk and follow her to the living room,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 9), ('B-follow.per', 10), ('B-follow.dest', 14), ('B-follow.dest', 13), ('I-follow.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
845,846,contact william at the entrance and ask him to leave,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
846,847,take my baggage to the uber,"[('B-take', 0)]","['B-take', 'O', 'O', 'O', 'O', 'O']"
847,848,please bring me the object above the spoon from the bookcase,"[('B-take', 1), ('B-take.per', 2), ('B-take.obj', 7), ('B-take.dest', 10)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
848,849,navigate to the couch meet linda and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
849,850,please contact patricia at the couch and ask her to leave,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-say', 7), ('B-say.per', 8)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
850,851,get the paprika from the bookcase and place it on the end table,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5), ('B-put', 7), ('B-put.obj', 8), ('B-put.dest', 12), ('B-put.dest', 11), ('I-put.dest', 12)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
851,852,meet alex at the couch follow her and go to the living room,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
852,853,dump the litter,"[('B-put', 0)]","['B-put', 'O', 'O']"
853,854,robot please find skyler at the bed and take her to her uber,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-take', 8), ('B-take.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
854,855,could you bring the cloth to the storage table,"[('B-take', 2), ('B-take.obj', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
855,856,could you please give me the bowl,"[('B-take', 3), ('B-take.per', 4), ('B-take.obj', 6)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj']"
856,857,could you please take the crackers to the end table,"[('B-take', 3), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 5)]","['O', 'O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
857,858,could you please accompany robert from the sink to the couch,"[('B-take', 3), ('B-take.dest', 7), ('B-take.dest', 10), ('B-take.per', 4)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
858,859,robot please face james at the back door and introduce him to all the elders in the living room,"[('B-find', 2), ('B-find.dest', 7), ('B-find.per', 3), ('B-say', 9), ('B-say.per', 10), ('B-say.dest', 18), ('B-say.dest', 17), ('I-say.dest', 18)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
859,860,bring me the right most object from the counter,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 8)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
860,861,tell me how many cutlery there are on the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10), ('B-say.obj', 4)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
861,862,please the dining room,[],"['O', 'O', 'O', 'O']"
862,863,follow alex,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
863,864,robot please follow alex from the bed to the kitchen,"[('B-follow', 2), ('B-follow.dest', 6), ('B-follow.dest', 9), ('B-follow.per', 3)]","['O', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
864,865,could you tell me the name of the person at the desk,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 11)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
865,866,tell me the pose of the person in the kitchen,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
866,867,meet robert at the desk and follow him,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
867,868,meet john at the bookcase follow him and guide him back,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
868,869,could you please greet alex at the main door and introduce her to everyone in the dining room,"[('B-find', 3), ('B-find.dest', 8), ('B-find.per', 4), ('B-say', 10), ('B-say.per', 11), ('B-say.dest', 17), ('B-say.dest', 16), ('I-say.dest', 17)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
869,870,please meet alex at the desk and follow her to the corridor,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-follow', 7), ('B-follow.per', 8), ('B-follow.dest', 11)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
870,871,take the paprika from the kitchen to the side table,"[('B-take', 0), ('B-take.dest', 9), ('B-take.dest', 5), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
871,872,robot please tell me how many people in the corridor are boys,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 9)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
872,873,bring me the largest object from the bookcase,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
873,874,deliver the scrubby to me,"[('B-take', 0), ('B-take.per', 4), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'B-take.per']"
874,875,meet alex at the desk and take him to the bookcase,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-take', 6), ('B-take.per', 7), ('B-take.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
875,876,lead patricia to the end table,"[('B-take', 0), ('B-take.dest', 5), ('B-take.dest', 4), ('I-take.dest', 5), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
876,877,go to the entrance meet skyler and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
877,878,please locate the food in the dining room,"[('B-find', 1), ('B-find.obj', 3), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7)]","['O', 'B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest', 'I-find.dest']"
878,879,lead charlie from the bed to the dining table,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
879,880,could you please take out the trash,"[('B-take', 3)]","['O', 'O', 'O', 'B-take', 'O', 'O', 'O']"
880,881,could you please deliver food to the person waving in the dining room,"[('B-take', 3), ('B-take.obj', 4), ('B-take.dest', 12), ('B-take.dest', 11), ('I-take.dest', 12)]","['O', 'O', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
881,882,please meet mary at the dining table and escort her to the couch,"[('B-find', 1), ('B-find.per', 2), ('B-find.dest', 6), ('B-find.dest', 5), ('I-find.dest', 6), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 12)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
882,883,meet james at the dishwasher and follow him,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 6), ('B-follow.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
883,884,meet william at the end table and follow him to the corridor,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 7), ('B-follow.per', 8), ('B-follow.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
884,885,say your team s affiliation to the person raising their right arm in the corridor,"[('B-say', 0), ('B-say.dest', 14)]","['B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
885,886,could you please go to the cupboard look for the tray and put it on the cupboard,"[('B-go', 3), ('B-go.dest', 6), ('B-find', 7), ('B-find.obj', 10), ('B-take', 12), ('B-take.obj', 13), ('B-take.dest', 16)]","['O', 'O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest']"
886,887,give fruits to me,"[('B-take', 0), ('B-take.per', 3)]","['B-take', 'O', 'O', 'B-take.per']"
887,888,contact charlie at the main door and introduce him to all the people in the corridor,"[('B-find', 0), ('B-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 15)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
888,889,could you find the fruits in the living room,"[('B-find', 2), ('B-find.dest', 8), ('B-find.dest', 7), ('I-find.dest', 8)]","['O', 'O', 'B-find', 'O', 'O', 'O', 'O', 'B-find.dest', 'I-find.dest']"
889,890,lead francis from the exit to the entrance,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 7), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
890,891,take the dish to the desk,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
891,892,meet mary at the desk follow her and guide her back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
892,893,place the orange on the desk,"[('B-put', 0), ('B-put.dest', 5), ('B-put.obj', 2)]","['B-put', 'O', 'B-put.obj', 'O', 'O', 'B-put.dest']"
893,894,give me the heaviest tableware from the desk,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7), ('B-take.obj', 4)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
894,895,take mary from the dishwasher to the couch,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7), ('B-take.dest', 4)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
895,896,tell me how many people in the bedroom are boys,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
896,897,please tell me the pose of the person in the kitchen,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 10)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
897,898,follow john from the desk to the dining room,"[('B-follow', 0), ('B-follow.dest', 4), ('B-follow.dest', 8), ('B-follow.dest', 7), ('I-follow.dest', 8), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
898,899,accompany skyler from the end table to the dining table,"[('B-take', 0), ('B-take.dest', 5), ('B-take.dest', 4), ('I-take.dest', 5), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
899,900,meet francis at the couch follow her and escort her back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
900,901,go to the dishwasher meet james and escort him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
901,902,follow charlie from the dishwasher to the corridor,"[('B-follow', 0), ('B-follow.per', 1), ('B-follow.dest', 7), ('B-follow.dest', 4)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
902,903,please navigate to the dining room find a person waving and answer a question,"[('B-go', 1), ('B-go.dest', 5), ('B-go.dest', 4), ('I-go.dest', 5), ('B-find', 6), ('B-say', 11)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O']"
903,904,could you please give me the left most object from the cupboard,"[('B-take', 3), ('B-take.per', 4), ('B-take.dest', 11)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
904,905,find the food in the bedroom,"[('B-find', 0), ('B-find.obj', 2), ('B-find.dest', 5)]","['B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
905,906,navigate to the desk locate the tray and place it on the counter,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.obj', 6), ('B-put', 8), ('B-put.obj', 9), ('B-put.dest', 12)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
906,907,please bring me the thinnest drinks from the dining table,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 5)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
907,908,tell me how many cleaning stuff there are on the counter,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
908,909,go to the entrance meet patricia and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
909,910,please meet william at the end table and accompany him to the dining table,"[('B-find', 1), ('B-find.dest', 6), ('B-find.dest', 5), ('I-find.dest', 6), ('B-find.per', 2), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 13), ('B-take.dest', 12), ('I-take.dest', 13)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
910,911,please tell me what s the thinnest food on the side table,"[('B-say', 1), ('B-say.per', 2), ('B-say.obj', 7), ('B-say.dest', 11), ('B-say.dest', 10), ('I-say.dest', 11)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest', 'I-say.dest']"
911,912,meet elizabeth at the couch follow her and go to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
912,913,greet robin at the dining table and accompany her to her taxi,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-take', 7), ('B-take.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
913,914,tell me how many cloth there are on the desk,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9), ('B-say.obj', 4)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
914,915,could you please escort francis to the bookcase you will find him at the entrance,"[('B-take', 3), ('B-take.per', 4), ('B-take.dest', 12), ('B-take.obj', 7), ('B-find', 10), ('B-find.per', 11), ('B-find.dest', 14)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-find', 'B-find.per', 'B-take.dest', 'O', 'B-find.dest']"
915,916,tell me the gender of the person in the kitchen,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
916,917,go to the corridor look for a girl and tell what day is today,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-say', 9)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O', 'O', 'O']"
917,918,give me the thinnest object from the end table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
918,919,contact charlie at the end table and ask her to leave,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
919,920,go to the sink meet alex and escort her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
920,921,go to the dishwasher meet patricia and lead her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
921,922,could you please meet skyler at the desk follow her and navigate to the living room,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 15), ('B-go.dest', 14), ('I-go.dest', 15)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
922,923,could you put the cloth on the bookcase,"[('B-take', 2), ('B-take.obj', 4), ('B-take.dest', 7)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
923,924,meet linda at the desk follow her and accompany her back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
924,925,meet jennifer at the dining table follow her and navigate to the kitchen,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
